,Tipo_Crime,UF,ano,ocorrencias,estado_ibge,Sigla_UF,populacao,admitidos/desligados,total_desempregados,taxa_ocorrencia,taxa_desemprego
235,Estupro,Espírito Santo,2010,748.0,32,ES,3697240,Desligado,14686,20.231307678159926,397.2152200019474
236,Estupro,Espírito Santo,2011,803.0,32,ES,3745580,Desligado,12668,21.438602299243374,338.2119725116004
237,Estupro,Espírito Santo,2012,735.0,32,ES,3792870,Desligado,13282,19.37846538373316,350.18337037652225
238,Estupro,Espírito Santo,2013,482.0,32,ES,3839370,Desligado,14612,12.554142997418849,380.58327277652324
239,Estupro,Espírito Santo,2014,374.0,32,ES,3885050,Desligado,12817,9.626645731715163,329.9056640197681
240,Roubo seguido de morte (latrocínio),Goiás,2010,29.0,52,GO,6155270,Desligado,30528,0.47114098975349583,495.96524604119725
241,Roubo seguido de morte (latrocínio),Goiás,2011,45.0,52,GO,6250460,Desligado,31216,0.7199470118999242,499.41924274373406
242,Roubo seguido de morte (latrocínio),Goiás,2012,29.0,52,GO,6343140,Desligado,30658,0.45718681914635334,483.3252931513415
243,Roubo seguido de morte (latrocínio),Goiás,2013,72.0,52,GO,6434050,Desligado,40169,1.1190463238551145,624.3190525407791
244,Roubo seguido de morte (latrocínio),Goiás,2014,,52,GO,6523220,Desligado,37200,,570.2705105760651
245,Roubo de veículo,Goiás,2010,1992.0,52,GO,6155270,Desligado,30528,32.36251212375736,495.96524604119725
246,Roubo de veículo,Goiás,2011,4166.0,52,GO,6250460,Desligado,31216,66.65109447944631,499.41924274373406
247,Roubo de veículo,Goiás,2012,2202.0,52,GO,6343140,Desligado,30658,34.71466812966449,483.3252931513415
248,Roubo de veículo,Goiás,2013,5703.0,52,GO,6434050,Desligado,40169,88.6377942353572,624.3190525407791
249,Roubo de veículo,Goiás,2014,,52,GO,6523220,Desligado,37200,,570.2705105760651
250,Lesão corporal seguida de morte,Goiás,2010,12.0,52,GO,6155270,Desligado,30528,0.19495489231179136,495.96524604119725
251,Lesão corporal seguida de morte,Goiás,2011,6.0,52,GO,6250460,Desligado,31216,0.09599293491998989,499.41924274373406
252,Lesão corporal seguida de morte,Goiás,2012,2.0,52,GO,6343140,Desligado,30658,0.0315301254583692,483.3252931513415
253,Lesão corporal seguida de morte,Goiás,2013,6.0,52,GO,6434050,Desligado,40169,0.09325386032125954,624.3190525407791
254,Lesão corporal seguida de morte,Goiás,2014,,52,GO,6523220,Desligado,37200,,570.2705105760651
255,Homicídio doloso,Goiás,2010,978.0,52,GO,6155270,Desligado,30528,15.888823723410995,495.96524604119725
256,Homicídio doloso,Goiás,2011,998.0,52,GO,6250460,Desligado,31216,15.96682484169165,499.41924274373406
257,Homicídio doloso,Goiás,2012,838.0,52,GO,6343140,Desligado,30658,13.211122567056695,483.3252931513415
258,Homicídio doloso,Goiás,2013,1870.0,52,GO,6434050,Desligado,40169,29.06411980012589,624.3190525407791
259,Homicídio doloso,Goiás,2014,,52,GO,6523220,Desligado,37200,,570.2705105760651
260,Furto de veículo,Goiás,2010,2335.0,52,GO,6155270,Desligado,30528,37.9349727956694,495.96524604119725
261,Furto de veículo,Goiás,2011,3990.0,52,GO,6250460,Desligado,31216,63.83530172179327,499.41924274373406
262,Furto de veículo,Goiás,2012,2107.0,52,GO,6343140,Desligado,30658,33.21698717039195,483.3252931513415
263,Furto de veículo,Goiás,2013,4079.0,52,GO,6434050,Desligado,40169,63.39708270840295,624.3190525407791
264,Furto de veículo,Goiás,2014,,52,GO,6523220,Desligado,37200,,570.2705105760651
265,Estupro,Goiás,2010,1066.0,52,GO,6155270,Desligado,30528,17.318492933697463,495.96524604119725
266,Estupro,Goiás,2011,1222.0,52,GO,6250460,Desligado,31216,19.550561078704607,499.41924274373406
267,Estupro,Goiás,2012,860.0,52,GO,6343140,Desligado,30658,13.557953947098756,483.3252931513415
268,Estupro,Goiás,2013,1157.0,52,GO,6434050,Desligado,40169,17.98245273194955,624.3190525407791
269,Estupro,Goiás,2014,,52,GO,6523220,Desligado,37200,,570.2705105760651
270,Roubo seguido de morte (latrocínio),Maranhão,2010,27.0,21,MA,6603880,Desligado,21278,0.40885055452249286,322.2045221899853
271,Roubo seguido de morte (latrocínio),Maranhão,2011,98.0,21,MA,6670980,Desligado,23269,1.4690495249573525,348.8093203697208
272,Roubo seguido de morte (latrocínio),Maranhão,2012,54.0,21,MA,6734350,Desligado,21240,0.8018591252310914,315.3979225908959
273,Roubo seguido de morte (latrocínio),Maranhão,2013,63.0,21,MA,6794300,Desligado,26243,0.9272478401012614,386.25023917106984
274,Roubo seguido de morte (latrocínio),Maranhão,2014,72.0,21,MA,6850880,Desligado,18389,1.0509598766873745,268.4180718389463
275,Roubo de veículo,Maranhão,2010,425.0,21,MA,6603880,Desligado,21278,6.435610580446647,322.2045221899853
276,Roubo de veículo,Maranhão,2011,1085.0,21,MA,6670980,Desligado,23269,16.264476883456403,348.8093203697208
277,Roubo de veículo,Maranhão,2012,1492.0,21,MA,6734350,Desligado,21240,22.15507064527386,315.3979225908959
278,Roubo de veículo,Maranhão,2013,2098.0,21,MA,6794300,Desligado,26243,30.87882489734042,386.25023917106984
279,Roubo de veículo,Maranhão,2014,3347.0,21,MA,6850880,Desligado,18389,48.85503760100892,268.4180718389463
280,Lesão corporal seguida de morte,Maranhão,2010,35.0,21,MA,6603880,Desligado,21278,0.5299914595661944,322.2045221899853
281,Lesão corporal seguida de morte,Maranhão,2011,218.0,21,MA,6670980,Desligado,23269,3.2678856779663557,348.8093203697208
282,Lesão corporal seguida de morte,Maranhão,2012,102.0,21,MA,6734350,Desligado,21240,1.5146227921031725,315.3979225908959
283,Lesão corporal seguida de morte,Maranhão,2013,99.0,21,MA,6794300,Desligado,26243,1.4571037487305536,386.25023917106984
284,Lesão corporal seguida de morte,Maranhão,2014,125.0,21,MA,6850880,Desligado,18389,1.8245831192489141,268.4180718389463
285,Homicídio doloso,Maranhão,2010,1006.0,21,MA,6603880,Desligado,21278,15.233468809245474,322.2045221899853
286,Homicídio doloso,Maranhão,2011,1229.0,21,MA,6670980,Desligado,23269,18.423080267067206,348.8093203697208
287,Homicídio doloso,Maranhão,2012,1458.0,21,MA,6734350,Desligado,21240,21.650196381239468,315.3979225908959
288,Homicídio doloso,Maranhão,2013,1595.0,21,MA,6794300,Desligado,26243,23.475560396214473,386.25023917106984
289,Homicídio doloso,Maranhão,2014,1904.0,21,MA,6850880,Desligado,18389,27.79205007239946,268.4180718389463
290,Furto de veículo,Maranhão,2010,680.0,21,MA,6603880,Desligado,21278,10.296976928714635,322.2045221899853
291,Furto de veículo,Maranhão,2011,1282.0,21,MA,6670980,Desligado,23269,19.217566234646185,348.8093203697208
292,Furto de veículo,Maranhão,2012,1296.0,21,MA,6734350,Desligado,21240,19.244619005546195,315.3979225908959
293,Furto de veículo,Maranhão,2013,1348.0,21,MA,6794300,Desligado,26243,19.840160134230164,386.25023917106984
294,Furto de veículo,Maranhão,2014,1735.0,21,MA,6850880,Desligado,18389,25.325213695174924,268.4180718389463
295,Estupro,Maranhão,2010,805.0,21,MA,6603880,Desligado,21278,12.189803570022471,322.2045221899853
296,Estupro,Maranhão,2011,972.0,21,MA,6670980,Desligado,23269,14.570572839372925,348.8093203697208
297,Estupro,Maranhão,2012,967.0,21,MA,6734350,Desligado,21240,14.359218038860469,315.3979225908959
298,Estupro,Maranhão,2013,1034.0,21,MA,6794300,Desligado,26243,15.218639153408004,386.25023917106984
299,Estupro,Maranhão,2014,1019.0,21,MA,6850880,Desligado,18389,14.874001588117148,268.4180718389463
300,Roubo seguido de morte (latrocínio),Mato Grosso,2010,47.0,51,MT,3049350,Desligado,21826,1.5413120829029139,715.7590962008297
301,Roubo seguido de morte (latrocínio),Mato Grosso,2011,49.0,51,MT,3094550,Desligado,20119,1.5834289315086199,650.1429933269781
302,Roubo seguido de morte (latrocínio),Mato Grosso,2012,40.0,51,MT,3138820,Desligado,22844,1.2743642515340161,727.7894240510765
303,Roubo seguido de morte (latrocínio),Mato Grosso,2013,47.0,51,MT,3182110,Desligado,24865,1.477007394464679,781.3997630503031
304,Roubo seguido de morte (latrocínio),Mato Grosso,2014,46.0,51,MT,3224360,Desligado,21408,1.4266397052438313,663.9457132578249
305,Roubo de veículo,Mato Grosso,2010,2031.0,51,MT,3049350,Desligado,21826,66.60435830586846,715.7590962008297
306,Roubo de veículo,Mato Grosso,2011,2176.0,51,MT,3094550,Desligado,20119,70.31717050944403,650.1429933269781
307,Roubo de veículo,Mato Grosso,2012,2512.0,51,MT,3138820,Desligado,22844,80.0300749963362,727.7894240510765
308,Roubo de veículo,Mato Grosso,2013,3281.0,51,MT,3182110,Desligado,24865,103.10768640933217,781.3997630503031
309,Roubo de veículo,Mato Grosso,2014,4338.0,51,MT,3224360,Desligado,21408,134.53832698582045,663.9457132578249
310,Lesão corporal seguida de morte,Mato Grosso,2010,31.0,51,MT,3049350,Desligado,21826,1.0166100972338368,715.7590962008297
311,Lesão corporal seguida de morte,Mato Grosso,2011,22.0,51,MT,3094550,Desligado,20119,0.7109272753712171,650.1429933269781
312,Lesão corporal seguida de morte,Mato Grosso,2012,59.0,51,MT,3138820,Desligado,22844,1.8796872710126737,727.7894240510765
313,Lesão corporal seguida de morte,Mato Grosso,2013,64.0,51,MT,3182110,Desligado,24865,2.011244111611478,781.3997630503031
314,Lesão corporal seguida de morte,Mato Grosso,2014,33.0,51,MT,3224360,Desligado,21408,1.0234589189792702,663.9457132578249
315,Homicídio doloso,Mato Grosso,2010,871.0,51,MT,3049350,Desligado,21826,28.56346434486038,715.7590962008297
316,Homicídio doloso,Mato Grosso,2011,944.0,51,MT,3094550,Desligado,20119,30.505243088655863,650.1429933269781
317,Homicídio doloso,Mato Grosso,2012,933.0,51,MT,3138820,Desligado,22844,29.72454616703092,727.7894240510765
318,Homicídio doloso,Mato Grosso,2013,1001.0,51,MT,3182110,Desligado,24865,31.457114933173273,781.3997630503031
319,Homicídio doloso,Mato Grosso,2014,1276.0,51,MT,3224360,Desligado,21408,39.57374486719845,663.9457132578249
320,Furto de veículo,Mato Grosso,2010,2569.0,51,MT,3049350,Desligado,21826,84.24746257399117,715.7590962008297
321,Furto de veículo,Mato Grosso,2011,2712.0,51,MT,3094550,Desligado,20119,87.63794412757913,650.1429933269781
322,Furto de veículo,Mato Grosso,2012,3108.0,51,MT,3138820,Desligado,22844,99.01810234419304,727.7894240510765
323,Furto de veículo,Mato Grosso,2013,3289.0,51,MT,3182110,Desligado,24865,103.35909192328361,781.3997630503031
324,Furto de veículo,Mato Grosso,2014,4025.0,51,MT,3224360,Desligado,21408,124.83097420883523,663.9457132578249
325,Estupro,Mato Grosso,2010,984.0,51,MT,3049350,Desligado,21826,32.26917211864824,715.7590962008297
326,Estupro,Mato Grosso,2011,1063.0,51,MT,3094550,Desligado,20119,34.350713350891084,650.1429933269781
327,Estupro,Mato Grosso,2012,1204.0,51,MT,3138820,Desligado,22844,38.35836397117388,727.7894240510765
328,Estupro,Mato Grosso,2013,1401.0,51,MT,3182110,Desligado,24865,44.02739063074501,781.3997630503031
329,Estupro,Mato Grosso,2014,1300.0,51,MT,3224360,Desligado,21408,40.318078626456106,663.9457132578249
330,Roubo seguido de morte (latrocínio),Mato Grosso do Sul,2010,13.0,50,MS,2486260,Desligado,16981,0.522873713931769,682.9937335596438
331,Roubo seguido de morte (latrocínio),Mato Grosso do Sul,2011,19.0,50,MS,2520300,Desligado,19893,0.7538785065270008,789.3107963337698
332,Roubo seguido de morte (latrocínio),Mato Grosso do Sul,2012,14.0,50,MS,2554130,Desligado,21335,0.5481318492010978,835.3137859075302
333,Roubo seguido de morte (latrocínio),Mato Grosso do Sul,2013,13.0,50,MS,2587270,Desligado,27182,0.5024601220591589,1050.6054644470812
334,Roubo seguido de morte (latrocínio),Mato Grosso do Sul,2014,19.0,50,MS,2619660,Desligado,22418,0.7252849606437476,855.7599077742914
335,Roubo de veículo,Mato Grosso do Sul,2010,442.0,50,MS,2486260,Desligado,16981,17.777706273680145,682.9937335596438
336,Roubo de veículo,Mato Grosso do Sul,2011,407.0,50,MS,2520300,Desligado,19893,16.148871166131016,789.3107963337698
337,Roubo de veículo,Mato Grosso do Sul,2012,332.0,50,MS,2554130,Desligado,21335,12.998555281054607,835.3137859075302
338,Roubo de veículo,Mato Grosso do Sul,2013,490.0,50,MS,2587270,Desligado,27182,18.9388815237683,1050.6054644470812
339,Roubo de veículo,Mato Grosso do Sul,2014,546.0,50,MS,2619660,Desligado,22418,20.84239939534138,855.7599077742914
340,Lesão corporal seguida de morte,Mato Grosso do Sul,2010,7.0,50,MS,2486260,Desligado,16981,0.2815473844247987,682.9937335596438
341,Lesão corporal seguida de morte,Mato Grosso do Sul,2011,7.0,50,MS,2520300,Desligado,19893,0.2777447129310003,789.3107963337698
342,Lesão corporal seguida de morte,Mato Grosso do Sul,2012,16.0,50,MS,2554130,Desligado,21335,0.6264363990869689,835.3137859075302
343,Lesão corporal seguida de morte,Mato Grosso do Sul,2013,9.0,50,MS,2587270,Desligado,27182,0.3478570075794177,1050.6054644470812
344,Lesão corporal seguida de morte,Mato Grosso do Sul,2014,7.0,50,MS,2619660,Desligado,22418,0.2672102486582228,855.7599077742914
345,Homicídio doloso,Mato Grosso do Sul,2010,451.0,50,MS,2486260,Desligado,16981,18.1396957679406,682.9937335596438
346,Homicídio doloso,Mato Grosso do Sul,2011,433.0,50,MS,2520300,Desligado,19893,17.180494385589018,789.3107963337698
347,Homicídio doloso,Mato Grosso do Sul,2012,367.0,50,MS,2554130,Desligado,21335,14.36888490405735,835.3137859075302
348,Homicídio doloso,Mato Grosso do Sul,2013,449.0,50,MS,2587270,Desligado,27182,17.35419960035095,1050.6054644470812
349,Homicídio doloso,Mato Grosso do Sul,2014,463.0,50,MS,2619660,Desligado,22418,17.674049304108166,855.7599077742914
350,Furto de veículo,Mato Grosso do Sul,2010,979.0,50,MS,2486260,Desligado,16981,39.37641276455399,682.9937335596438
351,Furto de veículo,Mato Grosso do Sul,2011,1175.0,50,MS,2520300,Desligado,19893,46.62143395627505,789.3107963337698
352,Furto de veículo,Mato Grosso do Sul,2012,1145.0,50,MS,2554130,Desligado,21335,44.82935480966121,835.3137859075302
353,Furto de veículo,Mato Grosso do Sul,2013,1509.0,50,MS,2587270,Desligado,27182,58.32402493748237,1050.6054644470812
354,Furto de veículo,Mato Grosso do Sul,2014,1602.0,50,MS,2619660,Desligado,22418,61.15297405006756,855.7599077742914
355,Estupro,Mato Grosso do Sul,2010,900.0,50,MS,2486260,Desligado,16981,36.19894942604555,682.9937335596438
356,Estupro,Mato Grosso do Sul,2011,1008.0,50,MS,2520300,Desligado,19893,39.99523866206404,789.3107963337698
357,Estupro,Mato Grosso do Sul,2012,981.0,50,MS,2554130,Desligado,21335,38.408381719019786,835.3137859075302
358,Estupro,Mato Grosso do Sul,2013,1287.0,50,MS,2587270,Desligado,27182,49.743552083856734,1050.6054644470812
359,Estupro,Mato Grosso do Sul,2014,1326.0,50,MS,2619660,Desligado,22418,50.61725567440049,855.7599077742914
360,Roubo seguido de morte (latrocínio),Minas Gerais,2010,63.0,31,MG,20134700,Desligado,88321,0.31289266788181597,438.6506876188868
361,Roubo seguido de morte (latrocínio),Minas Gerais,2011,90.0,31,MG,20294500,Desligado,83107,0.44346990563945893,409.5050383108724
362,Roubo seguido de morte (latrocínio),Minas Gerais,2012,128.0,31,MG,20446800,Desligado,105769,0.6260148287262555,517.2887689027134
363,Roubo seguido de morte (latrocínio),Minas Gerais,2013,84.0,31,MG,20593400,Desligado,99490,0.407897675954432,483.1159497703148
364,Roubo seguido de morte (latrocínio),Minas Gerais,2014,67.0,31,MG,20734100,Desligado,79573,0.32313917652562685,383.77841333841354
365,Roubo de veículo,Minas Gerais,2010,3486.0,31,MG,20134700,Desligado,88321,17.313394289460483,438.6506876188868
366,Roubo de veículo,Minas Gerais,2011,4065.0,31,MG,20294500,Desligado,83107,20.030057404715564,409.5050383108724
367,Roubo de veículo,Minas Gerais,2012,4896.0,31,MG,20446800,Desligado,105769,23.94506719877927,517.2887689027134
368,Roubo de veículo,Minas Gerais,2013,3846.0,31,MG,20593400,Desligado,99490,18.675886449056495,483.1159497703148
369,Roubo de veículo,Minas Gerais,2014,,31,MG,20734100,Desligado,79573,,383.77841333841354
370,Lesão corporal seguida de morte,Minas Gerais,2010,48.0,31,MG,20134700,Desligado,88321,0.23839441362424074,438.6506876188868
371,Lesão corporal seguida de morte,Minas Gerais,2011,60.0,31,MG,20294500,Desligado,83107,0.2956466037596393,409.5050383108724
372,Lesão corporal seguida de morte,Minas Gerais,2012,73.0,31,MG,20446800,Desligado,105769,0.3570240820079426,517.2887689027134
373,Lesão corporal seguida de morte,Minas Gerais,2013,61.0,31,MG,20593400,Desligado,99490,0.2962114075383375,483.1159497703148
374,Lesão corporal seguida de morte,Minas Gerais,2014,64.0,31,MG,20734100,Desligado,79573,0.3086702581737331,383.77841333841354
375,Homicídio doloso,Minas Gerais,2010,2878.0,31,MG,20134700,Desligado,88321,14.293731716886768,438.6506876188868
376,Homicídio doloso,Minas Gerais,2011,3630.0,31,MG,20294500,Desligado,83107,17.88661952745818,409.5050383108724
377,Homicídio doloso,Minas Gerais,2012,3924.0,31,MG,20446800,Desligado,105769,19.19126709313927,517.2887689027134
378,Homicídio doloso,Minas Gerais,2013,4095.0,31,MG,20593400,Desligado,99490,19.88501170277856,483.1159497703148
379,Homicídio doloso,Minas Gerais,2014,3958.0,31,MG,20734100,Desligado,79573,19.089326278931807,383.77841333841354
380,Furto de veículo,Minas Gerais,2010,13882.0,31,MG,20134700,Desligado,88321,68.94565104024396,438.6506876188868
381,Furto de veículo,Minas Gerais,2011,10272.172999999999,31,MG,20294500,Desligado,83107,50.61555101135776,409.5050383108724
382,Furto de veículo,Minas Gerais,2012,22606.0,31,MG,20446800,Desligado,105769,110.56008764207601,517.2887689027134
383,Furto de veículo,Minas Gerais,2013,13689.0,31,MG,20593400,Desligado,99490,66.4727534064312,483.1159497703148
384,Furto de veículo,Minas Gerais,2014,,31,MG,20734100,Desligado,79573,,383.77841333841354
385,Estupro,Minas Gerais,2010,2295.0,31,MG,20134700,Desligado,88321,11.398232901409012,438.6506876188868
386,Estupro,Minas Gerais,2011,1760.0,31,MG,20294500,Desligado,83107,8.672300376949421,409.5050383108724
387,Estupro,Minas Gerais,2012,2007.0,31,MG,20446800,Desligado,105769,9.815716884793709,517.2887689027134
388,Estupro,Minas Gerais,2013,874.0,31,MG,20593400,Desligado,99490,4.24407819981159,483.1159497703148
389,Estupro,Minas Gerais,2014,,31,MG,20734100,Desligado,79573,,383.77841333841354
390,Roubo seguido de morte (latrocínio),Pará,2010,127.0,15,PA,7638340,Desligado,17041,1.6626649245778535,223.09821243882834
391,Roubo seguido de morte (latrocínio),Pará,2011,48.0,15,PA,7751990,Desligado,21668,0.6191958451958788,279.51532445217293
392,Roubo seguido de morte (latrocínio),Pará,2012,130.0,15,PA,7862330,Desligado,20536,1.6534538743603997,261.19483664511665
393,Roubo seguido de morte (latrocínio),Pará,2013,148.0,15,PA,7969650,Desligado,31852,1.8570451650950794,399.6662337743815
394,Roubo seguido de morte (latrocínio),Pará,2014,175.0,15,PA,8073920,Desligado,19137,2.167472553604693,237.02241290476002
395,Roubo de veículo,Pará,2010,2766.0,15,PA,7638340,Desligado,17041,36.212056546317655,223.09821243882834
396,Roubo de veículo,Pará,2011,1306.0,15,PA,7751990,Desligado,21668,16.847286954704533,279.51532445217293
397,Roubo de veículo,Pará,2012,,15,PA,7862330,Desligado,20536,,261.19483664511665
398,Roubo de veículo,Pará,2013,3804.0,15,PA,7969650,Desligado,31852,47.731079783930284,399.6662337743815
399,Roubo de veículo,Pará,2014,2399.0,15,PA,8073920,Desligado,19137,29.712952320558045,237.02241290476002
400,Lesão corporal seguida de morte,Pará,2010,329.0,15,PA,7638340,Desligado,17041,4.307218584142627,223.09821243882834
401,Lesão corporal seguida de morte,Pará,2011,12.0,15,PA,7751990,Desligado,21668,0.1547989612989697,279.51532445217293
402,Lesão corporal seguida de morte,Pará,2012,43.0,15,PA,7862330,Desligado,20536,0.5469116661345936,261.19483664511665
403,Lesão corporal seguida de morte,Pará,2013,41.0,15,PA,7969650,Desligado,31852,0.5144517011412044,399.6662337743815
404,Lesão corporal seguida de morte,Pará,2014,24.0,15,PA,8073920,Desligado,19137,0.29725337878007213,237.02241290476002
405,Homicídio doloso,Pará,2010,1677.0,15,PA,7638340,Desligado,17041,21.95503211430756,223.09821243882834
406,Homicídio doloso,Pará,2011,1131.0,15,PA,7751990,Desligado,21668,14.589802102427894,279.51532445217293
407,Homicídio doloso,Pará,2012,3042.0,15,PA,7862330,Desligado,20536,38.69082066003335,261.19483664511665
408,Homicídio doloso,Pará,2013,3163.0,15,PA,7969650,Desligado,31852,39.68806660267389,399.6662337743815
409,Homicídio doloso,Pará,2014,3232.0,15,PA,8073920,Desligado,19137,40.03012167571638,237.02241290476002
410,Furto de veículo,Pará,2010,1354.0,15,PA,7638340,Desligado,17041,17.726364628963886,223.09821243882834
411,Furto de veículo,Pará,2011,1227.0,15,PA,7751990,Desligado,21668,15.82819379281965,279.51532445217293
412,Furto de veículo,Pará,2012,,15,PA,7862330,Desligado,20536,,261.19483664511665
413,Furto de veículo,Pará,2013,1429.0,15,PA,7969650,Desligado,31852,17.930523925141003,399.6662337743815
414,Furto de veículo,Pará,2014,797.0,15,PA,8073920,Desligado,19137,9.87128928698823,237.02241290476002
415,Estupro,Pará,2010,1354.0,15,PA,7638340,Desligado,17041,17.726364628963886,223.09821243882834
416,Estupro,Pará,2011,713.0,15,PA,7751990,Desligado,21668,9.197638283847116,279.51532445217293
417,Estupro,Pará,2012,1729.0,15,PA,7862330,Desligado,20536,21.990936528993313,261.19483664511665
418,Estupro,Pará,2013,2637.0,15,PA,7969650,Desligado,31852,33.08802770510625,399.6662337743815
419,Estupro,Pará,2014,550.0,15,PA,8073920,Desligado,19137,6.812056597043321,237.02241290476002
420,Roubo seguido de morte (latrocínio),Paraíba,2010,17.0,25,PB,3819240,Desligado,5991,0.44511473486871733,156.8636692116756
421,Roubo seguido de morte (latrocínio),Paraíba,2011,27.0,25,PB,3852080,Desligado,6320,0.7009200224294407,164.06720525015058
422,Roubo seguido de morte (latrocínio),Paraíba,2012,21.0,25,PB,3883820,Desligado,6681,0.5407047700459857,172.02136041320142
423,Roubo seguido de morte (latrocínio),Paraíba,2013,20.0,25,PB,3914420,Desligado,9027,0.510931376806781,230.60887692174063
424,Roubo seguido de morte (latrocínio),Paraíba,2014,19.0,25,PB,3943880,Desligado,5827,0.48175907989086886,147.74790308021542
425,Roubo de veículo,Paraíba,2010,331.0,25,PB,3819240,Desligado,5991,8.666645720090907,156.8636692116756
426,Roubo de veículo,Paraíba,2011,501.0,25,PB,3852080,Desligado,6320,13.005960416190732,164.06720525015058
427,Roubo de veículo,Paraíba,2012,451.0,25,PB,3883820,Desligado,6681,11.612278632892359,172.02136041320142
428,Roubo de veículo,Paraíba,2013,387.0,25,PB,3914420,Desligado,9027,9.886522141211215,230.60887692174063
429,Roubo de veículo,Paraíba,2014,570.0,25,PB,3943880,Desligado,5827,14.452772396726067,147.74790308021542
430,Lesão corporal seguida de morte,Paraíba,2010,5.0,25,PB,3819240,Desligado,5991,0.13091609849079922,156.8636692116756
431,Lesão corporal seguida de morte,Paraíba,2011,7.0,25,PB,3852080,Desligado,6320,0.1817200058150402,164.06720525015058
432,Lesão corporal seguida de morte,Paraíba,2012,4.0,25,PB,3883820,Desligado,6681,0.10299138477066394,172.02136041320142
433,Lesão corporal seguida de morte,Paraíba,2013,4.0,25,PB,3914420,Desligado,9027,0.1021862753613562,230.60887692174063
434,Lesão corporal seguida de morte,Paraíba,2014,5.0,25,PB,3943880,Desligado,5827,0.12677870523443918,147.74790308021542
435,Homicídio doloso,Paraíba,2010,1438.0,25,PB,3819240,Desligado,5991,37.651469925953855,156.8636692116756
436,Homicídio doloso,Paraíba,2011,1633.0,25,PB,3852080,Desligado,6320,42.3926813565658,164.06720525015058
437,Homicídio doloso,Paraíba,2012,1476.0,25,PB,3883820,Desligado,6681,38.00382098037499,172.02136041320142
438,Homicídio doloso,Paraíba,2013,1482.0,25,PB,3914420,Desligado,9027,37.86001502138247,230.60887692174063
439,Homicídio doloso,Paraíba,2014,1431.0,25,PB,3943880,Desligado,5827,36.2840654380965,147.74790308021542
440,Furto de veículo,Paraíba,2010,182.0,25,PB,3819240,Desligado,5991,4.765345985065092,156.8636692116756
441,Furto de veículo,Paraíba,2011,288.0,25,PB,3852080,Desligado,6320,7.476480239247367,164.06720525015058
442,Furto de veículo,Paraíba,2012,321.0,25,PB,3883820,Desligado,6681,8.26505862784578,172.02136041320142
443,Furto de veículo,Paraíba,2013,323.0,25,PB,3914420,Desligado,9027,8.251541735429514,230.60887692174063
444,Furto de veículo,Paraíba,2014,544.0,25,PB,3943880,Desligado,5827,13.793523129506982,147.74790308021542
445,Estupro,Paraíba,2010,222.0,25,PB,3819240,Desligado,5991,5.8126747729914845,156.8636692116756
446,Estupro,Paraíba,2011,265.0,25,PB,3852080,Desligado,6320,6.879400220140807,164.06720525015058
447,Estupro,Paraíba,2012,336.0,25,PB,3883820,Desligado,6681,8.651276320735771,172.02136041320142
448,Estupro,Paraíba,2013,341.0,25,PB,3914420,Desligado,9027,8.711379974555618,230.60887692174063
449,Estupro,Paraíba,2014,367.0,25,PB,3943880,Desligado,5827,9.305556964207836,147.74790308021542
450,Roubo seguido de morte (latrocínio),Pernambuco,2010,122.0,26,PE,8985660,Desligado,35438,1.3577188542633485,394.3839406342995
451,Roubo seguido de morte (latrocínio),Pernambuco,2011,78.0,26,PE,9062510,Desligado,35765,0.8606887054469456,394.64784038858994
452,Roubo seguido de morte (latrocínio),Pernambuco,2012,84.0,26,PE,9136700,Desligado,44185,0.9193691376536386,483.59911127650025
453,Roubo seguido de morte (latrocínio),Pernambuco,2013,73.0,26,PE,9208550,Desligado,52164,0.7927415282536338,566.4735490386652
454,Roubo seguido de morte (latrocínio),Pernambuco,2014,,26,PE,9278150,Desligado,38329,,413.11037221859965
455,Roubo de veículo,Pernambuco,2010,5483.0,26,PE,8985660,Desligado,35438,61.019446540376556,394.3839406342995
456,Roubo de veículo,Pernambuco,2011,7010.0,26,PE,9062510,Desligado,35765,77.35163878439857,394.64784038858994
457,Roubo de veículo,Pernambuco,2012,6.972,26,PE,9136700,Desligado,44185,0.07630763842525201,483.59911127650025
458,Roubo de veículo,Pernambuco,2013,7012.0,26,PE,9208550,Desligado,52164,76.14662460430795,566.4735490386652
459,Roubo de veículo,Pernambuco,2014,,26,PE,9278150,Desligado,38329,,413.11037221859965
460,Lesão corporal seguida de morte,Pernambuco,2010,28.0,26,PE,8985660,Desligado,35438,0.3116076058965062,394.3839406342995
461,Lesão corporal seguida de morte,Pernambuco,2011,49.0,26,PE,9062510,Desligado,35765,0.5406890585500044,394.64784038858994
462,Lesão corporal seguida de morte,Pernambuco,2012,82.0,26,PE,9136700,Desligado,44185,0.8974793962809329,483.59911127650025
463,Lesão corporal seguida de morte,Pernambuco,2013,111.0,26,PE,9208550,Desligado,52164,1.2054015018651145,566.4735490386652
464,Lesão corporal seguida de morte,Pernambuco,2014,,26,PE,9278150,Desligado,38329,,413.11037221859965
465,Homicídio doloso,Pernambuco,2010,3243.0,26,PE,8985660,Desligado,35438,36.090838068656055,394.3839406342995
466,Homicídio doloso,Pernambuco,2011,3251.0,26,PE,9062510,Desligado,35765,35.87306386420539,394.64784038858994
467,Homicídio doloso,Pernambuco,2012,3.063,26,PE,9136700,Desligado,44185,0.03352413891229875,483.59911127650025
